Date,Company,Industry,Subvertical,City,Investors,Round,Amount,Year,Quarter
12/19/2017,9Stacks,Technology,Online Poker Platform,New Delhi,Sanjay Singh,Private Equity,12.9,2017,4
5/27/2015,FleetRover,Logistics Intelligence,Not unknown,Panaji,Sanjay Venkat,Seed Funding,1.55,2015,2
6/17/2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bengaluru,Sanjay Verma,Seed Funding,0,2016,2
5/12/2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,Sanjeev Agrawal,Seed Funding,0,2016,2
10/8/2015,Quifers,Logistics Tech Platform,Not unknown,Mumbai,Sanjeev Kakkar,Seed Funding,2.67,2015,4
10/8/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,Not unknown,Mumbai,Sanjeev Kapoor,Private Equity,17.2,2015,4
9/21/2015,DishCo,Food discovery & table booking app,Not unknown,Mumbai,Sanjeev Mehra,Seed Funding,0,2015,3
2/8/2016,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,Sanjeev Singhal,Seed Funding,0,2016,1
6/28/2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,2.54,2016,2
3/24/2016,Horntell,Consumer Internet,Unified Push Notification service,Gurugram,Sanjiv Mittal,Seed Funding,1.29,2016,1
6/8/2016,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurugram,Sanjiv Rai,Seed Funding,0,2016,2
2/28/2017,BlackBuck,Logistics,Online freight aggregator,Bengaluru,Sanjiv Rangrass,Private Equity,602,2017,1
5/16/2017,Niki.ai,Technology,AI-based chatbot,Bengaluru,SAP,Private Equity,0,2017,2
6/28/2017,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bengaluru,SAP.iO,Private Equity,17.2,2017,2
4/30/2018,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurugram,SAR Group,Seed / Angel Funding,8.41,2018,2
6/21/2017,Grow Fit,Consumer Internet,Health-Tech platform,Bengaluru,SAR Group,Private Equity,38.7,2017,2
7/20/2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,Sarath Sura,Seed Funding,5.12,2016,3
6/8/2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,8.6,2016,2
10/24/2017,ZipLoan,Consumer Internet,SME lending platform,New Delhi,Sarbvir Singh,Private Equity,25.8,2017,4
8/31/2016,Inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,Sarbvir Singh,Seed Funding,0,2016,3
11/30/2015,Bro4U,Hyperlocal Online Home services provider,Not unknown,Bengaluru,Sargod Ventures,Seed Funding,0,2015,4
7/20/2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,Sarthak and Nihit Agarwal,Seed Funding,5.12,2016,3
3/29/2016,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,40.42,2016,1
4/9/2015,Bonhomia,Premium Beverages,Not unknown,New Delhi,Sarvesh Shahra & Others,Seed Funding,17.2,2015,2
7/12/2016,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,Sarvesh Sharma,Seed Funding,0,2016,3
4/21/2017,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bengaluru,Sashi Reddi,Seed Funding,8.6,2017,2
12/11/2015,EureQa,Test Automation SAAS platform,Not unknown,Hyderabad,Sashi Reddi,Seed Funding,5.16,2015,4
3/18/2016,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,12.9,2016,1
6/18/2015,HealthifyMe,Health & Fitness App,Not unknown,Bengaluru,Sashi Reddy,Private Equity,0,2015,2
9/14/2017,Gurukul,Consumer Internet,co-working space provider,New Delhi,Sashwat Brahma,Seed Funding,0,2017,3
9/23/2015,InnerChef,Food Delivery Platform,Not unknown,New Delhi,Sateesh Andara & others,Private Equity,15.05,2015,3
12/12/2019,Ecozen,Technology,Agritech,Pune,Sathguru Catalyzer Advisors,Series A,51.6,2019,4
7/18/2016,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,0,2016,3
8/2/2017,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,Satish Kaul,Seed Funding,0,2017,3
4/2/2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,Satish Khanna and Taparia family office.,Private Equity,17.2,2018,2
8/22/2016,Zzungry,Consumer Internet,Food Delivery platform,Bengaluru,Satish Vasudeva,Seed Funding,0,2016,3
5/9/2017,Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,Seed Funding,0.43,2017,2
7/11/2016,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurugram,Sattva Capital,Private Equity,25.8,2016,3
3/31/2017,FalconBrick,Technology,Real-Estate Workflow mobile app,Bengaluru,Satveer Thakral,Seed Funding,0,2017,1
2/3/2017,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,Satya D Sinha,Seed Funding,0,2017,1
6/9/2017,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,Satya Muthyala,Seed Funding,2.15,2017,2
5/1/2015,Termsheet,Fund Raising Platform,Not unknown,Chennai,Satyajit Heeralal,Seed Funding,0.86,2015,2
10/6/2015,WorkIndia,Job Board,Not unknown,Mumbai,Satyen Kothari,Seed Funding,4.3,2015,4
11/14/2019,Misters,Health and wellness,Men's Health and Wellness brand,Gurugram,Sauce.vc,Series B,4.18,2019,4
2/15/2016,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private Equity,0,2016,1
1/5/2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Saurab Paruthi,Seed Funding,0.86,2016,1
8/23/2017,Awign,Technology,Operations and manpower outsourcing,Bengaluru,Saurabh Abichandani,Seed Funding,0,2017,3
4/10/2017,Omnify,Technology,SaaS platform for SMEs,Bengaluru,Saurabh Arora,Seed Funding,1.29,2017,2
8/29/2015,iamwire,Digital Media publishing platform,Not unknown,Gurugram,Saurabh Jain,Seed Funding,0,2015,3
4/1/2016,Process 9,Consumer Internet,online translation and transliteration,Gurugram,Saurabh Srivastava,Seed Funding,0,2016,2
1/19/2017,PParke,Consumer Internet,Parking Solutions mobile app,Bengaluru,SB Ventures,Seed Funding,0,2017,1
6/6/2017,Hungry Foal,Consumer Internet,For profit Social Venture,Gurugram,SBI (Stand Up India Scheme),Private Equity,0,2017,2
7/12/2017,Innoviti,Technology,Digital payments solutions,Bengaluru,SBI-FMO Fund,Private Equity,159.1,2017,3
8/1/2019,CarDekho,E-Commerce,Automotive,Gurugram,SC GG India Mobility Holdings LLC,Series C,172,2019,3
9/14/2016,LensPick,eCommerce,eyewear eTailer,Bengaluru,Scadea Solutions Inc,Private Equity,0,2016,3
12/1/2017,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Scale Minds,Private Equity,0,2017,4
8/25/2016,EngineerBabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,0,2016,3
11/7/2016,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,SCM Holdings,Private Equity,25.8,2016,4
4/26/2016,Cleartax,Consumer Internet,Online filing of Tax returns,Bengaluru,Scott Banister,Private Equity,11.18,2016,2
1/19/2017,Fitnapp,Consumer Internet,Fitness Mobile App,Noida,SD Group,Private Equity,0,2017,1
7/1/2016,PressPlay TV,Consumer Internet,Video Content Discovery Platform,New Delhi,SD Ventures,Private Equity,0,2016,3
6/26/2017,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,Seedfund,Private Equity,34.4,2017,2
10/9/2015,Kulzy,Advertising & Marketing Community Networking platform,Not unknown,New Delhi,Seedfund,Seed Funding,8.6,2015,4
6/10/2015,Voonik,Fashion Ecommerce store,Not unknown,Bengaluru,Seedfund,Private Equity,43,2015,2
6/17/2015,MyDentist,Dental Clinic chain,Not unknown,Mumbai,Seedfund,Private Equity,70.52,2015,2
10/4/2016,Moglix,eCommerce,Industrial & Home products marketplace,Noida,SeedPlus,Private Equity,36.12,2016,4
8/17/2016,Appknox,Technology,Mobile security solutions,Bengaluru,SeedPlus,Private Equity,5.8,2016,3
4/28/2015,Babajobs,Grey collar Job Board,Not unknown,Bengaluru,SEEK Ltd & affiliates,Private Equity,86,2015,2
11/3/2015,Pokkt,Alternate Mobile Monetization platform,Not unknown,Mumbai,Segnel Venture,Private Equity,43,2015,4
3/8/2017,Parentune,Consumer Internet,Online Community for Parents,Gurugram,SEGNEL Ventures,Private Equity,0,2017,1
1/25/2017,LoyaltyPrime,Technology,Loyalty program management solutions,New Delhi,Senovo,Private Equity,0,2017,1
11/13/2019,Freshworks,Software,Business and customer engagement tools,India,Sequoia Capital,Series H,1290,2019,4
2/21/2018,Capillary Tech,IT,SaaS,Bengaluru,Sequoia Capital,Private Equity,172,2018,1
2/16/2018,happay,Finance,Expense Management,Bengaluru,Sequoia Capital,Seed / Angel Funding,2.15,2018,1
10/8/2015,Grabhouse,Rental Accommodation Search platform,Not unknown,Bengaluru,Sequoia Capital,Private Equity,86,2015,4
5/1/2019,BlackBuck,Transport,Logistics,Bengaluru,Sequoia Capital,Series D,1290,2019,2
6/22/2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,Sequoia Capital,Private Equity,78.26,2018,2
4/27/2018,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,Sequoia Capital,Private Equity,86,2018,2
3/1/2018,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,Sequoia Capital,Private Equity,103.2,2018,1
3/5/2018,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,51.6,2018,1
2/9/2018,Rupeek,Consumer Internet,Online Gold Loan,Bengaluru,Sequoia Capital,Private Equity,58.74,2018,1
12/14/2017,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,Sequoia Capital,Private Equity,86,2017,4
10/23/2017,Raw Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,Sequoia Capital,Private Equity,51.6,2017,4
7/17/2017,Increff,Technology,Sales Solutions for Fashion Brands,Bengaluru,Sequoia Capital,Seed Funding,17.2,2017,3
6/21/2017,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private Equity,0,2017,2
3/23/2017,Ixigo,Consumer Internet,Online Travel Search Engine,Gurugram,Sequoia Capital,Private Equity,129,2017,1
2/9/2017,Voonik,ECommerce,Women Apparel & Lifestyle etailer,Bengaluru,Sequoia Capital,Private Equity,51.6,2017,1
2/17/2017,Urban Ladder,ECommerce,Online Furniture Store,Bengaluru,Sequoia Capital,Private Equity,130.72,2017,1
10/3/2016,HelpChat,Consumer Internet,AI Powered Content & Commerce platform,Bengaluru,Sequoia Capital,Private Equity,0,2016,4
10/25/2016,Kredx,eCommerce,Invoice discounting marketplace,Bengaluru,Sequoia Capital,Private Equity,51.6,2016,4
8/31/2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,Sequoia Capital,Private Equity,45.58,2016,3
7/1/2016,PressPlay TV,Consumer Internet,Video Content Discovery Platform,New Delhi,Sequoia Capital,Private Equity,0,2016,3
7/5/2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,Sequoia Capital,Seed Funding,14.62,2016,3
7/12/2016,SirionLabs,Technology,SAAS based Service Agreement Management,Gurugram,Sequoia Capital,Private Equity,105.35,2016,3
6/7/2016,CueMath,Education,K-12 Maths Learning Courses,Bengaluru,Sequoia Capital,Private Equity,34.4,2016,2
6/16/2016,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bengaluru,Sequoia Capital,Private Equity,172,2016,2
5/12/2016,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,Sequoia Capital,Private Equity,215,2016,2
5/26/2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,Sequoia Capital,Private Equity,17.2,2016,2
4/11/2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,Sequoia Capital,Private Equity,860,2016,2
4/20/2016,1mg,eCommerce,Online Pharmacy,Gurugram,Sequoia Capital,Private Equity,129,2016,2
1/4/2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Sequoia Capital,Private Equity,51.6,2016,1
1/21/2016,CREO,Technology,Smartphone OS Developer,Bengaluru,Sequoia Capital,Private Equity,25.8,2016,1
12/3/2015,Shuttl,App based Bus Pooling Services,Not unknown,Gurugram,Sequoia Capital,Private Equity,172,2015,4
12/7/2015,Faasos,QSR Chain,Not unknown,Pune,Sequoia Capital,Private Equity,258,2015,4
12/10/2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,Not unknown,Mumbai,Sequoia Capital,Private Equity,602,2015,4
12/29/2015,MobiKwik,Mobile Wallet,Not unknown,Gurugram,Sequoia Capital,Private Equity,56.76,2015,4
11/26/2015,Grofers,Hyper-local Grocery Delivery platform,Not unknown,Gurugram,Sequoia Capital,Private Equity,1032,2015,4
10/3/2015,Chillr,Mobile Payments App,Not unknown,Mumbai,Sequoia Capital,Private Equity,51.6,2015,4
10/19/2015,Citrus Payment,Payments Solution platform,Not unknown,Mumbai,Sequoia Capital,Private Equity,215,2015,4
10/27/2015,Roadrunnr,Hyperlocal Logistics Service,Not unknown,Bengaluru,Sequoia Capital,Private Equity,86,2015,4
10/30/2015,TinyOwl,Food Discovery & Delivery Mobile app,Not unknown,Mumbai,Sequoia Capital,Private Equity,64.5,2015,4
9/2/2015,Capillary Tech,Cloud software solutions,Not unknown,New Delhi,Sequoia Capital,Private Equity,387,2015,3
8/3/2015,Oyo,Budget Hotel accommodation brand,Not unknown,New Delhi,Sequoia Capital,Private Equity,860,2015,3
8/3/2015,Wizrocket,User Engagment & Analytics platform,Not unknown,Mumbai,Sequoia Capital,Private Equity,82.56,2015,3
8/6/2015,Practo,Doctor Appointment booking app,Not unknown,Bengaluru,Sequoia Capital,Private Equity,774,2015,3
8/12/2015,OneAssist,Credit Card Fraud protection solutions,Not unknown,Mumbai,Sequoia Capital,Private Equity,64.5,2015,3
7/8/2015,Zoomcar,Self-driven vehicle rental,Not unknown,Bengaluru,Sequoia Capital,Private Equity,94.6,2015,3
7/15/2015,Oyo,Budget Hotel Accommodation,Not unknown,Gurugram,Sequoia Capital,Private Equity,860,2015,3
7/15/2015,Roadrunnr,Hyper local logistics platform,Not unknown,Bengaluru,Sequoia Capital,Private Equity,94.6,2015,3
7/23/2015,MedGenome,Clinical Genomics Provider,Not unknown,Bengaluru,Sequoia Capital,Private Equity,172,2015,3
6/10/2015,Voonik,Fashion Ecommerce store,Not unknown,Bengaluru,Sequoia Capital,Private Equity,43,2015,2
6/12/2015,La Renon,Global Healthcare products,Not unknown,Ahmedabad,Sequoia Capital,Private Equity,137.6,2015,2
6/15/2015,HomeLane,Home Furnishing Solutions,Not unknown,Bengaluru,Sequoia Capital,Private Equity,430,2015,2
6/23/2015,Goodservice,Mobile Chat based concierge service,Not unknown,New Delhi,Sequoia Capital,Private Equity,13.76,2015,2
6/24/2015,The Porter,Logistics Tech,Not unknown,Mumbai,Sequoia Capital,Private Equity,47.3,2015,2
5/5/2015,Fintellix,Banking Analytics Platform,Not unknown,Bengaluru,Sequoia Capital,Private Equity,129,2015,2
5/19/2015,Akosha,Business Messaging App,Not unknown,New Delhi,Sequoia Capital,Private Equity,137.6,2015,2
5/28/2015,Zoomcar,Self-driven Car rental,Not unknown,Bengaluru,Sequoia Capital,Private Equity,43,2015,2
4/7/2015,PressPlay TV,Travel Entertainment,Not unknown,New Delhi,Sequoia Capital,Seed Funding,18.92,2015,2
4/8/2015,MobiKwik,Digital / Mobile Wallet,Not unknown,Gurugram,Sequoia Capital,Private Equity,215,2015,2
4/9/2015,Urban Ladder,Online Furnishing\\neCommerce,Not unknown,Bengaluru,Sequoia Capital,Private Equity,430,2015,2
4/15/2015,Grofers,Hyper-Local Online/Mobile Grocery,Not unknown,Gurugram,Sequoia Capital,Private Equity,301,2015,2
4/15/2015,PepperTap,Hyper-Local Online/Mobile Grocery,Not unknown,Gurugram,Sequoia Capital,Private Equity,86,2015,2
4/20/2015,1mg,Online Pharmacy & Drug DB,Not unknown,Gurugram,Sequoia Capital,Private Equity,51.6,2015,2
4/23/2015,CraftsVilla,Ethnic Product eCommerce,Not unknown,Mumbai,Sequoia Capital,Private Equity,154.8,2015,2
7/31/2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,Sequoia Capital,Private Equity,860,2018,3
2/8/2019,Zilingo,Ecommerce,Fashion & Apparel,India,Sequoia Capital,Series D,1943.6,2019,1
8/6/2015,Practo,Doctor Appointment booking app,Not unknown,Bengaluru,Sequoia Capital,Private Equity,774,2015,3
1/9/2020,MamaEarth,E-commerce,Retailer of baby and toddler products,Bengaluru,Sequoia Capital,Series B,157.89,2020,1
7/11/2019,Moglix,E-Commerce,Industrial Tools and Equipments,India,Sequoia Capital,Series D,516,2019,3
10/12/2018,BlackBuck,Logistics Tech,Largest Trucking Platform,Bengaluru,Sequoia Capital,Private Funding,126.25,2018,4
6/7/2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,Sequoia Capital,Private Equity,98.9,2018,2
1/2/2018,CleverTap,Technology,Mobile App Analytics,Mumbai,Sequoia Capital,Angel / Seed Funding,0,2018,1
9/6/2017,OncoStem,Healthcare,Medical Diagnostic Solutions,Bengaluru,Sequoia Capital,Private Equity,51.6,2017,3
9/7/2017,Oyo,Consumer Internet,Branded budget hotels marketplace,Gurugram,Sequoia Capital,Private Equity,2150,2017,3
9/13/2017,Unacademy,Consumer Internet,Online learning platform,Mumbai,Sequoia Capital,Private Equity,98.9,2017,3
8/23/2017,Dhruva,Technology,Cloud data protection and management solutions,Pune,Sequoia Capital,Private Equity,688,2017,3
4/24/2017,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,Sequoia Capital,Private Equity,54.18,2017,2
3/1/2017,Belong,Consumer Internet,Online Jon Portal,Bengaluru,Sequoia Capital,Private Equity,86,2017,1
12/15/2016,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,Sequoia Capital,Private Equity,25.8,2016,4
11/2/2016,FreshDesk,Consumer Internet,SAAS Based HelpDesk Services,Chennai,Sequoia Capital,Private Equity,473,2016,4
10/15/2016,Daily hunt,Consumer Internet,Vernacular content mobile app,Bengaluru,Sequoia Capital,Private Equity,215,2016,4
8/1/2016,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurugram,Sequoia Capital,Private Equity,103.2,2016,3
8/8/2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,Sequoia Capital,Private Equity,104.92,2018,3
4/24/2017,Oyo,Consumer Internet,Branded Budget Hotels Aggregator,Gurugram,Sequoia Capital,Private Equity,2150,2017,2
9/5/2019,FPL Technologies,FinTech,Financial Services,Pune,Sequoia Capital,Maiden Round,38.7,2019,3
8/1/2019,Progcap,Finance,Supply Chain Management,New Delhi,Sequoia Capital,Series A,43,2019,3
4/11/2019,CleverTap,SaaS,Mobile analytics and marketing,Mumbai,Sequoia Capital,Series B,223.6,2019,2
1/3/2019,CarDekho,Automobile,Online Marketplace,Jaipur,Sequoia Capital,Series C,946,2019,1
6/20/2018,Drip capital,Finance,Trade Finance Firm,Mumbai,Sequoia Capital,Private Equity,129,2018,2
10/5/2017,Zefo,ECommerce,Ecommerce Portal for Used Goods,Bengaluru,Sequoia Capital,Private Equity,79.12,2017,4
8/30/2017,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bengaluru,Sequoia Capital,Private Equity,258,2017,3
7/27/2017,1mg,eCommerce,Online Pharmacy,Gurugram,Sequoia Capital,Private Equity,129,2017,3
6/15/2017,MoneyTap,Consumer Internet,Money Lending platform,Bengaluru,Sequoia Capital,Private Equity,105.78,2017,2
4/26/2017,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia Capital,Private Equity,172,2017,2
1/23/2017,CueMath,Technology,Maths Learning program,New Delhi,Sequoia Capital,Private Equity,129,2017,1
11/3/2016,Zarget,Technology,SaaS-based web optimisation and marketing platform,Chennai,Sequoia Capital,Private Equity,51.6,2016,4
11/15/2016,Zefo,eCommerce,Used Furniture & Appliances Marketplace,Bengaluru,Sequoia Capital,Private Equity,51.6,2016,4
11/22/2016,Vymo,Technology,SaaS-based predictive analytics platform,Bengaluru,Sequoia Capital,Private Equity,43,2016,4
11/23/2016,Knowlarity,Consumer Internet,Cloud Telephony Platform,Bengaluru,Sequoia Capital,Private Equity,172,2016,4
9/1/2016,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,Sequoia Capital,Private Equity,0,2016,3
